case_id,Authority,Betrayal,Care,Degradation,Fairness,Freedom,GEOID,Harm,Injustice,Loyalty,Oppression,Purity,Subversion,for_sah,is_vivid,retweet_count,screen_name,text,user_id,month,day,year,sentiment_score
1044,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,CoachScottJames,"...one slight, consistent movement, when organized, can create an unimaginably powerful force. 

#COVID19 #StayAtHome #TeamONE",22924181,3,31,2020,0.5994
1052,0,0,1,0,0,0,25009,0,0,0,0,0,0,1,0,0.0,afern_alex,Just stay inside everyone.  Italy is recovering we will too https://t.co/rZGsqRs2RJ,1026501114,3,31,2020,0.0
1056,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.0,tennis12007,@senatemajldr @SenSchumer @GOPLeader @TeamPelosi to save lives you must demand as a group that Trump declare a national stay at home order. Will save lives. If not done now we may have 80000+ dead by June.,81817997,3,31,2020,0.1531
1057,0,0,0,0,0,0,6037,1,0,0,0,0,0,1,0,0.0,mikibecerraa,These elderly people are just asking to get sick huh STAY HOME,1557552655,3,31,2020,-0.5106
1058,0,0,1,0,0,0,48439,0,0,0,0,0,0,1,0,0.0,itstaylortyler,This is how we do it in Texas !  Stay at home and stay safe yall !#COVID19  #CoronavirusUSA  #essentialservices #StayAtHome https://t.co/yyWTvMEKhu,26630630,3,31,2020,0.5399
1060,0,0,1,0,0,0,36061,0,0,0,0,0,0,1,0,0.0,smittty_93,IF YALL NIGGAS WOULD JUST STAY YALL ASSES INSIDE THEN YOU WONT NEED A REMEDY https://t.co/pqchPSOSqP,951470737994518529,3,31,2020,-0.4824
1061,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.0,neilschori,"BREAKING: The Illinois stay-at-home order has been extended to April 30.  Thank you, @GovPritzker for putting people first.

#COVID19",14576006,3,31,2020,0.3612
1062,0,0,0,0,0,0,37135,1,0,0,0,0,0,1,1,3.0,CrazyNormie,My best friend may be dying. STAY THE FUCK AT HOME.,3997957768,3,31,2020,0.4883
1065,0,0,0,0,0,0,48439,1,0,0,0,0,0,1,0,0.0,CsAiSl9,Maybe its us essential workers that are out there still spreading the virus Let us stay home!!!,883868015376318464,3,31,2020,0.0
1066,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,SnookStephanie,".
Stay Home People
.
.
.
.
.
#lol #dailyhumor #stayhomepeople #quarantine #laughteristhebestmedicine #coffee #quarantinehumor #StayHome #wereallinthistogether #instagram #igers #graphicdesign #canva #memes #design https://t.co/9HfZ8R7OTu",2628604221,3,31,2020,0.0
1067,0,0,0,0,0,0,1073,0,0,0,0,1,0,1,0,2.0,cpacman2,"Noah's family was on 'Lockdown' for 40 days, 40 nights and God protected them. God will do the same for you. Have Faith.@curtispatmon @jkittkat @profstan72 @BamaT61 @cynthia_rehberg @dixielandlady @jade78052492",307632165,3,31,2020,0.7269
1068,1,0,0,0,0,0,12053,0,0,0,0,0,0,1,0,1.0,KarenBoling3,"@GovRonDeSantis you said some beaches here in fla are still opened, people still not doing what they are supposed to be doing, so if the president says another 30 days stay at home, then it's your responsibility as governor to have the people of fla to follow the president rules.",1189265011321032705,3,31,2020,0.0
1069,0,0,1,0,0,0,45063,0,0,0,0,0,0,1,0,0.0,carp40404,SC just got an alert for all non essential businesses to close down stay home for ur safety 4 the coronavirus,992150019426930691,3,31,2020,0.6124
1071,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,MrsVictouria,"Daily reminder: Stay Home, Stay Safe.  If you dont have to go out please dont. Please and Thank you. @ Saint Helena Island https://t.co/FjevzJtUjx",273194654,3,31,2020,0.2796
1072,0,0,0,0,0,0,6077,1,0,0,0,0,0,1,0,0.0,Tedards,@LindseyGrahamSC No. You need to resign now for all the damage you have personally done to this country. Why isn't SC under a statewide stay-at-home order? You are not saving lives. #coronavirus,250906472,3,31,2020,-0.6808
1075,1,0,0,0,0,0,11001,0,0,0,0,0,0,1,0,0.0,DannyjRyan4321,"Listen to King Larry.

Stay. The. Fuck. Home. https://t.co/wq3OXaN1DX",784375850410074112,3,31,2020,-0.5423
1078,0,0,1,0,0,0,12095,0,0,0,0,0,0,1,0,0.0,ATwiss99,"Got furloughed today. Not the worst thing in the world. I'm happy to stay home and safe, but it sucks it has come to this.",605164440,3,31,2020,0.2953
1079,0,0,0,0,0,0,48201,1,0,0,0,0,0,1,0,0.0,OutdoorsWorkman,Stay home or die! #coronavirus #COVID19 #SixFeetMF https://t.co/MNnbBV5VTp,119100938,3,31,2020,-0.636
1082,0,0,1,0,0,0,8031,0,0,0,0,0,0,1,0,2.0,TayAndersonCO,Stay Home - Save Lives https://t.co/S80v6pcr1H,747860901991223296,4,1,2020,0.4939
1086,0,0,0,0,0,0,6085,1,0,0,0,0,0,1,0,2.0,kaaay_dawggg,660 died in 24 hours IN THE UNITED STATES. And yall still wanna be goin outside hanging w friends. STAY YA ASS HOME,591371065,4,1,2020,-0.296
1090,0,0,1,0,0,0,15007,0,0,0,0,0,0,1,0,0.0,HustleNBHumble,"@LynnKawano May God continue to watch over him and bless him with more healing. Please also watch over his family and friends who are also experiencing a stressful time. In Jesus Name, Amen. 

Stay safe, stay home, and stay strong!! ",1221577136634359808,4,1,2020,0.9195
1092,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.0,MsFrizzWannabe,I really hope people #stayhome and away from the most vulnerable. https://t.co/Z4I7H0GYzW,1016311767142666240,4,1,2020,0.25
1096,0,0,1,0,0,0,22051,0,0,0,0,0,0,1,1,1.0,TorridMrs,"One of my coworkers is in the hospital.
On a ventilator. At 33.

My round. My fuckin dawg. I really cant believe this. 

This coronavirus shit is for real man. Stay safe, stay home and sanitize.",21954564,4,1,2020,-0.1779
1097,0,0,0,0,0,0,6037,0,0,1,0,0,0,1,0,0.0,sophiamarierod,Do your part and stay home,622085524,4,1,2020,0.0
1102,0,0,1,0,0,0,24005,0,0,1,0,0,0,1,0,0.0,dulaney2020,"its going to take more than a few people for us to get through this... EVERYONE needs to care! Stay patient, stay healthy &amp; STAY HOME!  @DulaneyHigh @DulaneyLibrary @dulaneyyearbook @DulaneyPTSA @CoachLochte @CoachKorrow @mikmellis #StayHome #dulaney2020 https://t.co/pfY5ItlbtM",931382027458433024,4,1,2020,0.7568
1104,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,Carrietea16,"Not playing any April Fools junk today because this stuff aint no joke people. Stay home, stay safe so we can go back to freaking normal! #AprilFoolsDay #QuarantineLife",786022969747398657,4,1,2020,-0.515
1107,0,0,0,0,0,0,6059,0,0,0,1,0,0,0,0,0.0,Rogerwreis,@VBTheWise We are in prison we have to stay home.,949039717,4,1,2020,-0.5106
1108,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.0,Lisa_Gain,By order of Mr. T. Stay at home fools!  Hope everyone is staying healthy out there! I can't wait to get back to music!  #April #NoFooling #StayatHome #Ohio https://t.co/BMzWCtv3jQ,712100629695610880,4,1,2020,0.5067
1109,0,0,0,0,0,0,6019,1,0,0,0,0,0,1,0,0.0,NettyXO_,Im just convinced that we all gonna die anyways SINCE EVERYBODY AND THEY MOMMAS DONT KNOW HOW TO STAY THE FUCK HOME AND STOP HANGING OUT WITH THEIR FRIENDS. ,88106525,4,1,2020,-0.6739
1110,0,0,0,0,0,0,6077,1,0,0,0,0,0,1,0,1.0,CcriderJohn,Governors who refuse to demand to have stay at home orders are effecting all of us. These will kill many Americans because their just stupid.,1199596897,4,1,2020,-0.8957
1112,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1.0,fliptrip,Listening to #coronavirus conspiracy people questioning how China was able to pull through the #COVID19 epidemic. 2 reasons- 1) strict central authoritarian government  &amp; 2) culture and social norms. America &amp; other countries has idiots that go out. Stay home!,28102383,4,1,2020,-0.6239
1113,0,0,1,0,0,0,24015,0,0,1,0,0,0,1,0,0.0,simonmc68,"WE are the solution. Stay at home. Only go out if you really need to. Do NOT cross state lines. Act as if your life, or the life of a loved one, depends on your behavior. Because it does. WE are the solution.",3264074672,4,1,2020,0.8176
1120,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,MikeAndTheMouse,Thank you @GovRonDeSantis for finally doing what needed to be done. People need to stay inside if were going to properly combat this. Make good choices everyone. #coronavirus #CoronavirusUSA #CoronaVirusUpdate,22972750,4,1,2020,0.4588
1124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,thejoeyway,Whats the one thing the US wont do to contain this outbreak that other countries are doing? Shut EVERYTHING down for 2 weeks. Why are we not doing it? Because we wont survive it economically. Instead we still allow domestic travel flights and essential stores to stay open.,36854356,4,1,2020,0.3094
1128,0,0,0,0,0,0,36055,1,0,0,0,0,0,1,1,0.0,idetravels,"About frickin time... @GovRonDeSantis

My grandmother lives down in Florida and your delay in doing this risks her life. Cant wait to see you voted out of office ASAP!

 Florida Gov. Ron DeSantis issues stay-at-home order following mounting pressure  https://t.co/B6wvIJAtUa",118896513,4,1,2020,-0.7325
1129,0,0,1,0,0,0,26161,0,0,0,0,0,0,1,0,0.0,PSILabs,"Look who ISN'T practicing social distancing!  You don't want to be like these spider mites. Stay Home, Stay Safe, and stay six feet away from one another! 
.

.
#socialdistancing #covid19 #knowledgeispower https://t.co/LWE1JfU4Nn",2726549623,4,1,2020,0.6968
1132,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.0,Crawparty5,Please stay at home #QuarantineLife #StayAtHome #StaySafe https://t.co/aD6Z9RJrTM,27320450,4,1,2020,0.3182
1141,0,0,1,0,0,0,45045,0,0,0,0,0,0,1,0,0.0,MartyNicholson1,@wyffnews4 - Can you please call the governor and ask him point blank why SC is the ONLY state (along with Alabama) east of the Mississippi that has NOT mandated stay-at-home orders. Please...we need to stay (get) ahead of the novel coronavirus. Thank you!,119769960,4,1,2020,0.75
1143,1,0,0,0,0,0,26043,0,0,0,0,0,0,1,0,0.0,Kloss1,@psehunter71 @PGDougSchneider Should not be coming here period. No rationalization for it at all. Listen to instructions. Stay home.,68467566,4,1,2020,-0.296
1146,0,0,0,0,0,0,16001,1,0,0,0,0,0,1,0,4.0,the_morgpie,I just feel like its really not hard to stay home right now. Are people really that ignorant that it takes a loved one being affected to take this seriously...? Like how many more deaths is it going to take TO JUST STAY HOME,536098777,4,1,2020,0.6829
1148,0,0,1,0,0,0,36005,0,0,0,0,0,0,1,0,0.0,Israelmarrero10,@nycgov Nicely spoken because why anyone is going to the Emergency room if they don't have a Emergency. It doesn't make any sense. So please stay safe and stay home alone. God bless America our home sweet home. ,1236636649221734407,4,2,2020,0.9265
1150,0,0,1,0,1,0,17031,0,0,0,0,0,0,1,1,0.0,ChiTeacherMemes,"WTF Lori! I thought you said stay home and save lives! You better take yo' ass back home before I make a citizen's arrest!
.
.
.
#whereslightfoot #lorilightfoot #stayhomesavelives #quarantine #flattenthecurve #covid19 #drmemes #memeology #memeologist https://t.co/IVce1Oj0DG",1127245045797728256,4,2,2020,-0.7359
1151,0,0,1,0,0,0,48029,0,0,0,0,0,0,1,0,0.0,TxRENEgade28c,@sweetk01 Dannnng that sucks! Hopefully soon it goes back to normal. If everyone can stay home and not get sick! ,1103857721365929984,4,2,2020,0.5402
1152,0,0,1,0,0,0,12091,0,0,0,0,0,0,1,0,0.0,KTeems87,"@BamaGoose256 If your worried about getting it, stay home.....its simple",878431058466926592,4,2,2020,-0.296
1158,0,0,1,0,0,0,6037,0,0,0,0,0,0,1,0,0.0,suhmbrazil,"Stay home, save lives https://t.co/JYNapeN4Ty",257462753,4,2,2020,0.4939
1159,0,0,1,0,0,0,4021,0,0,0,0,0,0,1,0,1.0,gloriamfholt,SECOND WAVE ... STAY TF HOME https://t.co/iHoVTOqHTY,3267858715,4,2,2020,0.0
116,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,BruceElkwood,"Correct! Italy didn't quarantine people fast enough. China is authoritarian. When you say go home and stay there, people do what they are told. We are on Italy's path. https://t.co/Hcqi2OpYev",1732482440,3,16,2020,0.0
1163,0,0,1,0,0,0,34021,0,0,0,0,0,0,1,0,0.0,zinardgz818,We are not super heroes #StayHome #StopTheSpead #SaveLives https://t.co/EAlEeBADQW,359694190,4,2,2020,-0.7048
1169,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1.0,freitas_caleb,If you dont NEED to be out stay home please! You just putting us essential workers at a higher risk than we need to be in.,889689613576544256,4,2,2020,0.126
1173,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,93SportySue,@IAGovernor get off your ass and issue the stay at home order. All those numbers are people. All those people are endangered. The virus doesn't know one county from the other and people travel among the counties on a daily basis. Just issue the order already. Save lives!,1003117988,4,2,2020,-0.1511
1176,0,0,1,0,0,0,47065,0,0,0,0,0,0,1,0,0.0,RobbyKRyder,"@R2andDan @lang @AndyBerke @GovBillLee I agree with you big picture. 

Just don't see this as an encroachment. People have to stay home to keep everyone safe. 

People right to be a dumbass and go out ends when it starts endangering my life.",15214624,4,2,2020,0.2023
118,0,0,1,0,0,0,48439,0,0,0,0,0,0,1,0,1.0,AmyGrahamPagitt,"Time for my daily: PLEASE TAKE THIS SERIOUSLY AND STAY HOME tweet. 

https://t.co/OCLHHKHChd",2163643705,3,16,2020,0.1531
1181,0,0,1,0,0,0,34007,0,0,0,0,0,0,1,0,0.0,DiannePZ,That figures!  Shows which states have idiots as Governirs. People in these states should self quarantine.  Save yourselves please. https://t.co/AQkWFbv6wI,326196346,4,2,2020,0.6996
1182,0,0,0,0,0,0,20091,1,0,0,0,0,0,1,0,0.0,taken0727,"@GovParsonMO a little late on your ""stay at home"" order.
300+ a day in new cases is 
all due to your ignorance. 
Grateful that @GovLauraKelly was looking out for Kansas.

Live blog: MO reports 1,800 COVID-19 cases, 19 deaths - https://t.co/6wYzV8FF2n",245124075,4,2,2020,0.128
1183,0,0,0,0,0,0,6065,1,0,0,0,0,0,1,0,0.0,fayebay91,I do not understand why people are still traveling  this is why the #COVID19 curve isnt flattening! STAY. THE. FUCK. HOME.,2323019857,4,2,2020,-0.6731
1187,0,0,1,0,0,0,44007,0,0,0,0,0,0,1,0,0.0,Craftbeerdiva,"@CaddieChris814 It makes sense. Stay home, be safe.",312396948,4,2,2020,0.4404
119,0,0,1,0,0,0,17113,1,0,1,0,0,0,1,0,0.0,Kcchiefs58dt,"People please STOP making this political. ALL of us are at risks and minimizing this by claiming one side or another created this is as dangerous as it is idiotic. Stay home, stay safe and get your fing priorities straight...not everything is rep vs dem. United we Stand!!! https://t.co/TAlwQRXPCt",1295330804,3,16,2020,-0.5587
1195,0,0,1,0,0,0,6001,0,0,0,0,0,0,1,0,0.0,pkannofisbump,"Stay Home For The Grandmas
#stayhomeforthem #stayathome #shelterinplace #covidkindness #covid_19 #2020visions #documentaryphotography #blackandwhitephotography #bnwcaptures #oaklandca #californialockdown https://t.co/emO2ss3m8L",250002031,4,3,2020,0.0
1197,1,0,0,0,0,0,36061,0,0,0,0,0,0,1,0,77.0,Sarah_Boxer,"At #CNNTownHall tonight, Dr. Fauci says all states should issue stay-at-home orders.
If you look at what's going on in this country, I just don't understand why we're not doing that. We really should be. https://t.co/VCLb1UFQxh",41272328,4,3,2020,0.0
1199,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,Mkmedic66,@BlondeinKevlar Yes!!! Please #StayTheFHome #FlattenTheCurve,3231341744,4,3,2020,0.7074
1203,0,0,1,0,0,0,6059,1,0,0,0,0,0,1,1,10.0,hanna_romano,Coming from someone who interacts with hundreds of customers a day please please please STAY HOME unless it is necessary!! Be considerate and KIND to those who are working we are at a high risk of bring the virus home to our families and thats terrifying &amp; stressful!!! https://t.co/zy6R7IllTr,2705686597,4,3,2020,0.7185
1204,0,0,0,0,0,0,34013,0,0,1,0,0,0,1,0,0.0,muslimah_pr,"This is #newarkstrong #newarknj #WeAreAllInThisTogether we need to stand strong, #photooftheday #QuarantineLife of a journalist @muslimah_pr @urbanbushwoman9 @WomenNMedia @iJesseWilliams https://t.co/loo9Ad7HhH",42067384,4,3,2020,0.5106
1209,0,0,0,0,0,0,6073,1,1,0,0,0,0,1,1,0.0,PoorLivesMatt3r,"#97fStrattons still up,am! loudly w/bf&amp;others?
cursing&amp;loud;Means DRUNK AGAIN..she invites many!?!During Covid-19,stay-at-home!?her?safe?@SDCountyHHSA
How she know those ppl safe, not passing Covid-19, @sandiegoPD,@LorenaAD80 @SupFletcher 
@SDCityClerk? @Dani_M_Walker https://t.co/BRBBPMWxfK",752515688468590592,4,3,2020,-0.5205
1210,0,0,0,0,0,0,22033,1,0,0,0,0,0,1,0,1.0,RAIDERMADE408,"Bruh.
Muthafuckas are writing songs called stay home, and I'm dead.

*And so are u, if u don't.",926340666606718977,4,3,2020,-0.6486
1211,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.0,NazHSPrincipal,"Friday, day F. Great job by  teachers &amp; students with the first week of online learning Please continue to do the best you can during this unprecedented situation that everyone in  and the  is facing Stay home, stay safe, stay positive",1301705605,4,3,2020,0.9524
1212,0,0,0,0,0,0,29189,1,0,0,0,0,0,1,0,1.0,Singer_FitGal,"1,839 confirmed, and 19 deaths??  For God's sake, Parson!!!!  Issue a statewide lockdown already!!!  You're wasting our time and letting more people get COVID-19 and more people die!!!!  My sister's right; YOU SUCK!!!! #COVID19 @mikeparson",1236703571384700930,4,3,2020,-0.9192
1215,1,0,0,0,0,0,26049,0,0,0,0,0,0,1,0,0.0,JoeBoo3,Not sure how it is in the rest of the country but here in Flint people are stupid. They have no idea what stay at home means and they'll be the reason this lasts longer than it was supposed to.....,438716873,4,3,2020,-0.8352
1216,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,txtbroker,"Stay home, stay safe Blue Raiders 


Dont forget were still here shipping orders so you can stay home Shop online  at https://t.co/GNnTVQv0e8 https://t.co/LsIWhjsE9P",279670304,4,3,2020,0.5523
1219,0,0,1,0,0,0,48439,0,0,0,0,0,0,1,0,0.0,EvaCastro_,"This thread brought me to TEARS. Yall need to stay at home!! Even if youre hanging out with less than 10 people, anyone could be a carrier!! Youre putting not only yourself at risk, but people you love. Stop being selfish and stay at home!(Unless you need groceries or whatevs) https://t.co/r4clzwhLO5",577487721,4,3,2020,-0.5697
1222,0,0,1,0,0,0,44007,0,0,0,0,0,0,1,1,0.0,krissy_ives,I just passed a funeral in the rain with specifically 5 people 6ft apart at the cemetery and everyone else in cars. Definitely one of the most sad things Ive ever witnessed. STAY HOME,239940532,4,3,2020,-0.4927
1227,0,0,1,0,0,0,6059,0,0,0,0,0,0,1,0,0.0,PaulScheper,"Stay safe, stay home, stay pug positive. @ Coto de Caza, California https://t.co/jVRl8oY7UC",43699860,4,3,2020,0.7579
1229,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,Kelsey__Gibson,They are extending the stay at home order until May 20th now and people are still wanting to have parties and go out. Like yall are the issue here. Stay home! Do you want a summer? Do you want people to be able to go back to work? Be considerate people.,844771694,4,3,2020,0.8538
123,0,0,0,0,0,0,17195,1,0,0,0,0,0,1,1,1.0,torism_,"The blatant disregard the people of my town have for the corona virus is appalling to me. No one is staying home, people are still coming to my work. Everyone acts like nothings wrong &amp; im tired of it. Yall are asking for this virus",2968793188,3,17,2020,-0.8519
1230,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0,KenDeMere,"@realDonaldTrump Focus POTUS on COVUD- Masks, PPE, Ventilators, National Stay At Home. People are dying. Jobs come later. Keystone pipeline is not a necessity right now #MakingAmericaGreatlyAshamed #DonOfDeception #MasterOfMisdirection",41705707,4,3,2020,0.0
1231,0,0,1,0,0,0,34017,0,0,0,0,0,0,1,0,0.0,ErikAndoNUFC,No you have this wrong. Governments and business can step up to address hunger and poverty and we can stay home to stop our grandparents from dying. Stop being an idiot for 10 minutes. https://t.co/LPG94NqREX,1050021919678971904,4,3,2020,-0.9503
1237,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.0,Voiceoverlady1,"@vinny02126 @dadbodnorsegod @tracyesmith4 @nytimes This is describing flattening the curve! You put 4 people at a time instead of 8. All 8 will likely need to go, but spreading out when they go is what is needed. Stay at home so the least amount need it at once. In the meantime, experts can work on those answers.",824096624406384640,4,3,2020,0.0
1240,1,0,0,0,0,0,26099,0,0,0,0,0,0,1,0,0.0,cope_em,gretchen said stay at HOME and yall said nope! i hate it here,3235523388,4,3,2020,0.509
1247,0,0,1,0,0,0,37183,0,0,0,0,0,0,1,0,1.0,PhilinCaryNC,#StayHome so they can save lives https://t.co/lqWqR0XLqt,3968871987,4,3,2020,0.5367
125,0,0,0,0,0,0,36005,1,0,0,0,0,0,1,0,0.0,NanaCastro_,OKAY THIS HAS GONE TOO GODDAMN FAR NOW YALL STAY THE HELL HOME OR ELSE  https://t.co/9jMeC5VVR7,28675636,3,17,2020,-0.8192
1250,0,0,1,0,0,0,36103,0,0,0,0,0,0,1,0,0.0,Dyannot,@IslandersFan1 @News12LI Thats not what Im saying. Id you want this to end people need to stay home. And until this is taken seriously it wont get better.,294760875,4,4,2020,-0.4226
1251,0,0,1,0,0,0,48201,0,0,0,0,0,0,1,0,3.0,qdotgrimes,Due to the result of social distancing we have seen an incline in our air quality. Continue to stay home to protect your health and to also better our environment. #keepitclean #worldhealth #cleanair #hlt2320sp20 @HLT2320UH https://t.co/zl1xWWV840,2287541508,4,4,2020,0.6705
1261,1,0,0,0,0,0,6067,0,0,0,0,0,0,1,0,0.0,_Mr4oneFeezy,You Mfs who cant stay home are the same dumb fucks who couldnt stand in line in grade school huh,309342960,4,4,2020,-0.7506
1262,0,0,1,0,0,0,44003,0,0,0,0,0,0,1,0,0.0,RobbieSavageJr,"Your kids/friends will hate you, but you may save them or their friends lives STAY HOME #staythefuckhome https://t.co/dcnwtR64hO",182503662,4,4,2020,0.7964
